area,broker,community,features,floor,image_urls,model,phones,position,price,release_time,subway,title 
119平米,张西西,旭景碧泽园,"<span class=""text"">商场：人人乐、华润万家 、卜蜂莲花唐延店、高科花园自选广场、安可便利店、松林便利易初莲花、世纪金花、金鹰国际医院：高新医院、土门军工医院 、西安辉明中医门诊部、西晶门诊部、高新医院、日化医院邮局：鱼斗路邮电所银行：招商银行、中国银行、</span>,<span class=""text"">旭景碧泽园是2005年的社区，开 发 商：西安市星火房地产开发公司。物业费1.2元 车位配比 0.4，目前小区内部设有停车场，容纳率在40%，本小区都可以租用，保安24小时值班，安全有保证。</span>,<span class=""text"">这房子是南向的两居室的，业主精装修，房子是顶楼的，采光很好，视野开阔</span>",高楼层 (共18层),"https://image1.ljcdn.com/610100-inspection/8d10d0c3-cc2a-4cfb-8dd7-c1c5c39eda92.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/e7039c33-ec2c-4582-8854-d4891dba4269.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/2da264ff-4a48-4a47-b60d-7f73a878e58a.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/a9fff679-8737-47c9-abb1-80104224c715.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/7bfba59c-3efd-4e06-808b-0083f8118222.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/84ece43b-d922-48f1-a62f-74380b37db78.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/2960c891-4409-47bb-978a-edb87650fd5c.jpg.600x450.jpg",2室2厅1卫  ,"<div class=""phone"">
              4008959615
                              <span>转</span>
                8366
                          </div>",雁塔,"<span class=""total"">2700</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",98天前发布,暂无数据,"<h1 class=""main"">旭景碧泽园 精装修 南向两居室 拎包入住</h1>"
19平米,张华,凯悦华庭,,高楼层 (共26层),,1室0厅1卫  ,"<div class=""phone"">
              4008959750
                              <span>转</span>
                4353
                          </div>",雁塔,"<span class=""total"">900</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",3天前发布,暂无数据,"<h1 class=""main"">凯悦华庭 1室0厅 900元</h1>"
83.5平米,谢园,恒大国际城,"<span class=""text"">北有北环路高速入口、向南是朱宏路和三环、项目东侧规划有北客站到机场轻轨站；西安湖、紫薇湖、渭河湿地近在咫尺；东南侧是雨润农产品zhongxin。恒大地产自有的金碧物业有限公司，拥有中国一级物业管理资质，将为客户提供优质的物业服务！</span>,<span class=""text"">恒大国际城位于西安经济开发区尚稷路与尚宏路交汇处，经开区二期北客站商圈住宅区的hexinfudi。也是经开区目前唯一一个以音乐为主题的花园式社区！小区环境好，楼间距大。1.9万方的社区底商，签约品格幼儿园，为业主提供优质的生活环境，生态环境优异。</span>,<span class=""text"">小区门口有公交有238路，727路，214路，901路，265路；</span>",高楼层 (共34层),,2室2厅1卫  ,"<div class=""phone"">
              4008600615
                              <span>转</span>
                7503
                          </div>",未央,"<span class=""total"">900</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",5天前发布,暂无数据,"<h1 class=""main"">毛坯2居室 纯南户型 可做仓库 83平</h1>"
91.25平米,母玉霞,利君未来城,"<span class=""text"">交通：距离3号线地铁自行车七分 钟左右，公交308，800，202等</span>,<span class=""text"">生活：小区步行三百米民生超市，不到*万达影城，骑车*华润万家，*鱼化寨街道，天朗蓝湖树 业街幼儿园：北京小牛津双语幼儿园中 小 学：清华 附 中（私立）、西安中 学大 学：长安大学渭水校区</span>,<span class=""text"">小区内绿 化率面积大，居民素质高，物业管理规范。生活非 常方便，地处生活区中 心，出门到公交站步行几即可</span>",中楼层 (共33层),"https://image1.ljcdn.com/610100-inspection/c18d56d5-657e-4efa-a6b8-1e5c1b7d60c7.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/dca89e6a-3ef1-4197-b0e5-921301e20ae2.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/fea8a858-dcac-4d3a-a767-2bcf3d6c2a85.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/57fc0267-66e6-4e71-a572-ce4ea586a161.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/d220b6bc-9364-4b16-b0d4-eca149aee056.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/8f2991c3-38da-479a-b6f9-d664a971644a.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/5165c169-3716-43d4-9671-cf32d1051b22.jpg.600x450.jpg",2室1厅1卫  整租,"<div class=""phone"">
              4008602006
                              <span>转</span>
                4509
                          </div>",未央,"<span class=""total"">900</span>,<span class=""unit"">
        <span>元/月</span>
      </span>,<span class=""tips decoration"">毛坯装修</span>",35天前发布,暂无数据,"<h1 class=""main"">利君未来城毛坯两居，适合做生意，可塑性好</h1>"
74平米,谢园,恒大国际城,"<span class=""text"">恒大国际城位于西安经济开发区尚稷路与尚宏路交汇处，经开区二期北客站商圈住宅区的hexinfudi。也是经开区目前唯一一个以音乐为主题的花园式社区！小区环境好，楼间距大。1.9万方的社区底商，签约品格幼儿园，为业主提供优质的生活环境，生态环境优异。</span>,<span class=""text"">小区门口有公交有238路，727路，214路，901路，265路；</span>,<span class=""text"">北有北环路高速入口、向南是朱宏路和三环、项目东侧规划有北客站到机场轻轨站；西安湖、紫薇湖、渭河湿地近在咫尺；东南侧是雨润农产品zhongxin。恒大地产自有的金碧物业有限公司，拥有中国一级物业管理资质，将为客户提供优质的物业服务！</span>",高楼层 (共34层),,2室1厅1卫  ,"<div class=""phone"">
              4008600615
                              <span>转</span>
                7503
                          </div>",未央,"<span class=""total"">900</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",34天前发布,暂无数据,"<h1 class=""main"">经开 恒大国际城 毛坯2居室 品质小区</h1>"
45平米,刘洋,南飞鸿广场,,中楼层 (共18层),,1室1厅1卫  ,"<div class=""phone"">
              4008959857
                              <span>转</span>
                7253
                          </div>",雁塔,"<span class=""total"">800</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",29天前发布,距地铁2号线三爻971米,"<h1 class=""main"">南飞鸿广场 1室1厅 800元</h1>"
135平米,王平,紫薇田园都市J区,"<span class=""text"">房子精装全配，保持较新，中间楼层，随时可看，业主诚心出租，价格可谈。</span>,<span class=""text"">此房是业主自住装修，家具家电全配，房屋保持较新，拎包入住。。</span>,<span class=""text"">此房所在位置繁华，有紫薇步行街，距离阳光天地1.5公里，奥斯卡国际影城，永辉超市，品格紫薇幼儿园等。</span>",高楼层 (共6层),"https://image1.ljcdn.com/610100-inspection/a2147bfc-4974-4563-ace1-01f90a045172.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/c19995d7-b5a2-4258-a221-39f749c433e3.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/674ccb65-114d-4ef8-8882-4fa8bd9796d9.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/2c93ee2f-357f-4da3-a2fa-9f4f6967af71.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/a9b51274-ebd4-4f2a-858b-34883625f4ab.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/5a04e14f-8881-45b0-a216-68dd68cff47d.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/84739e71-c8f5-40b8-8ab7-2692ce0de84e.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ae29666c-eced-4784-97b7-8f880b269524.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/dd590e42-14d0-4547-a6ee-d140b02500dc.jpg.600x450.jpg",3室2厅2卫  ,"<div class=""phone"">
              4008691596
                              <span>转</span>
                6785
                          </div>",长安,"<span class=""total"">2800</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",192天前发布,暂无数据,"<h1 class=""main"">紫薇田园都市精装3居室，品格紫薇幼儿园</h1>"
77平米,尹晓强,东方米兰,"<span class=""text"">业主 精装家具家电齐全 2400一个月 空调 冰箱 店是一应俱全</span>,<span class=""text"">东方米兰 住宅小区位于西安高新区科技路与西二环之间，团结南路与大寨路十字西南。小区北靠大寨路，东离团结路80米，南距科技路约300米，西临20米规划路，北邻枫林华府，贯通昆明路与科技路</span>,<span class=""text"">商场： 人人乐 卜峰莲花 华润万家 24小时便利店 早市一条街 医院：高新医院 日化医院 邮局：中国邮政 银行：中国银行 农行 建行 西安银行 交通银行 光大银行 邮政</span>,<span class=""text"">房子采光好，东方米兰少有南向两居室，房子很优质，户型方正，家具家电齐全</span>",低楼层 (共27层),"https://image1.ljcdn.com/610100-inspection/rsp_pic_upload80653bd3-1db8-418b-8b76-bed49a7da8ed.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload0d0fbfcb-f104-4b59-9e31-74ad58ea854f.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload55600bbe-c1a7-4445-8bf2-b89544b6b2d1.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload0ba65e4e-8af0-41a6-bde3-74c5c7da2fa4.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload6c3414b1-58e8-498f-9d8c-bd90cd6a8cd3.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_uploadb7892993-8318-4d6e-ad28-6e7f5839b56e.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload84a3e55d-814a-4b5c-9388-106144478cae.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/rsp_pic_uploadfcf3801c-7f00-4766-8d66-48230fd12c99.png.600x450.jpg",2室1厅1卫  整租,"<div class=""phone"">
              4008953553
                              <span>转</span>
                8045
                          </div>",雁塔,"<span class=""total"">2600</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",193天前发布,距地铁3号线丈八北路1094米,"<h1 class=""main"">大寨路 东方米兰 西南朝向 精装修 家具家电齐全</h1>"
140平米,刘增,华侨城天鹅堡,"<span class=""text""> 1.小区位于地铁二号线-会展站-C出口，出行方便	2.离陕师大和曲江CCBD，上班陪读很方便。 3.园林式绿化，高品质服务物业，央企开放商	 4.小区业主多为成功人士，素质极高</span>,<span class=""text"">业主现在用不着这房子，想便宜租出去，有人打理显得房子有人气，也不空置。</span>,<span class=""text"">1.三室户型，两个卫生间，南北朝向，采光良好，可放心居住。。、</span>,<span class=""text"">1.房子三室毛坯空房，房东将房子打扫得很干净，交通便利，出行方便</span>",中楼层 (共34层),,3室2厅2卫  ,"<div class=""phone"">
              4008600368
                              <span>转</span>
                0836
                          </div>",雁塔,"<span class=""total"">2600</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",350天前发布,距地铁2号线会展中心1128米,"<h1 class=""main"">华侨城天鹅堡，毛坯现房，可自己装修  交通便利</h1>"
150平米,王亮亮,浐灞半岛A3区,"<span class=""text"">       此小区是2013年建成，  2016年交付使用，   交通方便出行</span>,<span class=""text"">小区门口地铁三号线，262，530，47，旅游1，2，4号线等公交</span>,<span class=""text"">此房闲置钥匙在店随时可以看房业主希望尽快将房子租出去，价格可以适当商量</span>,<span class=""text"">毛坯                                   明厨明卫          户型方正   </span>",高楼层 (共27层),"https://image1.ljcdn.com/610100-inspection/b0b7837b-82e9-44c4-977b-8ab04b468da4.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/949019e2-0fda-491d-9402-1616fafe165e.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/db808032-eb7e-474f-8369-6cde36d72e77.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/a7b67bec-afd8-4b64-bf78-ab995c01e3ca.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/e852a0e0-9692-47da-b363-290a7f870643.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ded9201b-74a9-4e72-a119-46a2c83da39f.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/9a6ba7ad-84a3-4326-adcc-9128fc4cce33.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/2d772e5a-bd8c-4320-9f7a-8b6cbc3bfcae.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/0f778e55-e91e-48d1-992e-e6adf0c9b5ef.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/d112b5d0-3a7b-413f-86ff-28e81a978b5a.png.600x450.jpg",4室2厅2卫  ,"<div class=""phone"">
              4008929687
                              <span>转</span>
                9514
                          </div>",未央,"<span class=""total"">2500</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",145天前发布,距地铁3号线桃花潭733米,"<h1 class=""main"">浐灞半岛A3区 看房方便 河景房</h1>"
83平米,张程瑞,万科东方传奇,"<span class=""text"">南北通透小三居，较高楼层，采光较好，格局较好，装修设计合理，干净舒适。</span>,<span class=""text"">小区是新小区，板楼，环境优美，配套齐全。商场：曲江雁翔广场、大唐不夜城二期、奥特莱斯品牌折扣店、华联新光三越、永辉超市、屈臣氏、曲江生态海鲜城、中国唐苑医院：西安曲江医院、曲江妇科医院、西北妇女儿童医院、武警医院等</span>,<span class=""text"">公交线路：游6路、903路、525路、701路、801路到黄渠头村站下车步行200米即可到达</span>",高楼层 (共34层),"https://image1.ljcdn.com/610100-inspection/81d62f32-e833-4d6c-ab59-fc02b1154b33.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/09bcc52c-251f-4ded-ac4c-1412eb0c26ac.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/6dadfa27-1edd-487d-8f64-aaaa13f73a55.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/e5f0d5d6-8641-4519-870a-23c42e48f0bd.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/f6b9a407-c5b5-4152-96ac-82edac098525.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/5bbd5c69-96f2-4c2f-b061-ac086770146c.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/7d280bb9-c023-4271-b32f-a4396af6fc54.jpg.600x.jpg.600x450.jpg",3室1厅1卫  ,"<div class=""phone"">
              4008929687
                              <span>转</span>
                4282
                          </div>",雁塔,"<span class=""total"">2500</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",145天前发布,暂无数据,"<h1 class=""main"">万科东方传奇 交通便利 配套齐全 适合居住</h1>"
